unit_id,unit_name,category,use_default_delay,action_id,frame,frame_raw
100101,Hiyori,Attack,1,0,12,12.000000178813934
100101,Hiyori,MainSkillList,1,100100201,54,53.999998569488525
100101,Hiyori,MainSkillList,1,100100302,57,56.99999928474426
100101,Hiyori,MainSkillList,1,100100302,66,66.00000143051147
100101,Hiyori,MainSkillList,1,100100302,75,75.0
100101,Hiyori,MainSkillList,1,100100304,63,62.99999713897705
100101,Hiyori,MainSkillList,1,100100304,72,72.00000286102295
100101,Hiyori,MainSkillList,1,100100304,81,81.00000143051147
100101,Hiyori,MainSkillEvolutionList,1,100101201,54,53.999998569488525
100101,Hiyori,MainSkillRevolutionList,1,100102201,54,53.999998569488525
100101,Hiyori,MainSkillRevolutionList,1,100102202,66,66.00000143051147
100101,Hiyori,MainSkillRevolutionList,1,100102203,0,0.0
100101,Hiyori,MainSkillRevolutionList,1,100102206,0,0.0
100101,Hiyori,MainSkillRevolutionList,1,100102205,68,68.39999914169312
100201,Yui,Attack,1,0,0,0.0
100201,Yui,MainSkillList,1,100200201,0,0.0
100201,Yui,MainSkillList,1,100200301,48,48.00000071525574
100201,Yui,MainSkillEvolutionList,1,100201201,0,0.0
100201,Yui,MainSkillEvolutionList,1,100201202,18,18.000000715255737
100301,Rei,Attack,1,0,18,18.000000715255737
100301,Rei,MainSkillList,1,100300201,42,41.99999928474426
100301,Rei,MainSkillList,1,100300305,138,137.99999713897705
100301,Rei,MainSkillList,1,100300306,138,137.99999713897705
100301,Rei,MainSkillList,1,100300302,24,24.00000035762787
100301,Rei,MainSkillList,1,100300303,24,24.00000035762787
100301,Rei,MainSkillList,1,100300301,0,0.0
100301,Rei,MainSkillList,1,100300304,0,0.0
100301,Rei,MainSkillEvolutionList,1,100301202,42,41.99999928474426
100301,Rei,MainSkillEvolutionList,1,100301203,42,41.99999928474426
100301,Rei,MainSkillEvolutionList,1,100301204,42,41.99999928474426
100301,Rei,MainSkillEvolutionList,1,100301205,42,41.99999928474426
100301,Rei,MainSkillEvolutionList,1,100301201,0,0.0
100301,Rei,MainSkillEvolutionList,1,100301301,0,0.0
100301,Rei,MainSkillEvolutionList,1,100301304,0,0.0
100301,Rei,MainSkillEvolutionList,1,100301307,0,0.0
100301,Rei,MainSkillEvolutionList,1,100301302,138,137.99999713897705
100301,Rei,MainSkillEvolutionList,1,100301303,138,137.99999713897705
100301,Rei,MainSkillEvolutionList,1,100301305,138,137.99999713897705
100301,Rei,MainSkillEvolutionList,1,100301306,138,137.99999713897705
100301,Rei,MainSkillEvolutionList,1,100301310,1,1.1999999731779099
100301,Rei,MainSkillEvolutionList,1,100301308,1,1.1999999731779099
100301,Rei,MainSkillEvolutionList,1,100301309,1,1.1999999731779099
100401,Misogi,Attack,1,0,27,26.999999284744263
100401,Misogi,MainSkillList,1,100400201,0,0.0
100401,Misogi,MainSkillList,1,100400202,0,0.0
100401,Misogi,MainSkillList,1,100400301,0,0.0
100401,Misogi,MainSkillList,1,100400302,6,6.000000089406967
100401,Misogi,MainSkillList,1,100400303,6,6.000000089406967
100401,Misogi,MainSkillList,1,100400304,66,66.00000143051147
100401,Misogi,MainSkillList,1,100400306,6,6.000000089406967
100401,Misogi,MainSkillList,1,100400307,6,6.000000089406967
100401,Misogi,MainSkillList,1,100400305,0,0.0
100401,Misogi,MainSkillEvolutionList,1,100401201,0,0.0
100401,Misogi,MainSkillEvolutionList,1,100401202,0,0.0
100401,Misogi,MainSkillEvolutionList,1,100401204,60,60.0
100401,Misogi,MainSkillEvolutionList,1,100401203,0,0.0
100401,Misogi,MainSkillRevolutionList,1,100402201,0,0.0
100401,Misogi,MainSkillRevolutionList,1,100402202,0,0.0
100401,Misogi,MainSkillRevolutionList,1,100402207,0,0.0
100401,Misogi,MainSkillRevolutionList,1,100402203,0,0.0
100401,Misogi,MainSkillRevolutionList,1,100402204,30,30.0
100401,Misogi,MainSkillRevolutionList,1,100402208,30,30.0
100401,Misogi,MainSkillRevolutionList,1,100402205,30,30.0
100401,Misogi,MainSkillRevolutionList,1,100402206,0,0.0
100501,Matsuri,MainSkillList,1,100500201,30,30.0
100501,Matsuri,MainSkillList,1,100500201,54,53.999998569488525
100501,Matsuri,MainSkillList,1,100500201,78,77.99999713897705
100501,Matsuri,MainSkillList,1,100500202,0,0.0
100501,Matsuri,MainSkillList,1,100500301,24,24.00000035762787
100501,Matsuri,MainSkillList,1,100500301,42,41.99999928474426
100501,Matsuri,MainSkillList,1,100500301,60,60.0
100501,Matsuri,MainSkillEvolutionList,1,100501201,30,30.0
100501,Matsuri,MainSkillEvolutionList,1,100501201,54,53.999998569488525
100501,Matsuri,MainSkillEvolutionList,1,100501201,78,77.99999713897705
100501,Matsuri,MainSkillEvolutionList,1,100501202,0,0.0
100501,Matsuri,MainSkillEvolutionList,1,100501203,0,0.0
100501,Matsuri,MainSkillEvolutionList,1,100501204,0,0.0
100601,Akari,Attack,1,0,18,18.000000715255737
100601,Akari,MainSkillList,1,100600201,0,0.0
100601,Akari,MainSkillList,1,100600302,0,0.0
100601,Akari,MainSkillList,1,100600303,0,0.0
100601,Akari,MainSkillList,1,100600301,0,0.0
100601,Akari,MainSkillEvolutionList,1,100601201,0,0.0
100601,Akari,MainSkillEvolutionList,1,100601202,6,6.000000089406967
100601,Akari,MainSkillRevolutionList,1,100602201,0,0.0
100601,Akari,MainSkillRevolutionList,1,100602203,7,7.199999839067459
100601,Akari,MainSkillRevolutionList,1,100602202,6,6.000000089406967
100601,Akari,MainSkillRevolutionList,1,100602204,0,0.0
100601,Akari,MainSkillRevolutionList,1,100602205,7,7.199999839067459
100701,Miyako,Attack,0,0,18,18.000000715255737
100701,Miyako,MainSkillList,0,100700201,30,30.0
100701,Miyako,MainSkillList,0,100700202,0,0.0
100701,Miyako,MainSkillList,0,100700301,30,30.0
100701,Miyako,MainSkillEvolutionList,0,100701201,30,30.0
100701,Miyako,MainSkillEvolutionList,0,100701202,0,0.0
100701,Miyako,MainSkillEvolutionList,0,100701203,0,0.0
100701,Miyako,MainSkillRevolutionList,0,100702201,30,30.0
100701,Miyako,MainSkillRevolutionList,0,100702202,0,0.0
100701,Miyako,MainSkillRevolutionList,0,100702203,0,0.0
100701,Miyako,MainSkillRevolutionList,0,100702204,0,0.0
100701,Miyako,MainSkillRevolutionList,0,100702206,0,0.0
100701,Miyako,MainSkillRevolutionList,0,100702205,1,1.1999999731779099
100701,Miyako,MainSkillRevolutionList,0,100702207,1,1.1999999731779099
100801,Yuki,Attack,1,0,0,0.0
100801,Yuki,MainSkillList,1,100800202,36,36.000001430511475
100801,Yuki,MainSkillList,1,100800201,0,0.0
100801,Yuki,MainSkillList,1,100800301,48,48.00000071525574
100801,Yuki,MainSkillEvolutionList,1,100801201,0,0.0
100801,Yuki,MainSkillEvolutionList,1,100801202,36,36.000001430511475
100801,Yuki,MainSkillEvolutionList,1,100801203,36,36.000001430511475
100901,Anna,Attack,1,0,18,18.000000715255737
100901,Anna,MainSkillList,1,100900201,0,0.0
100901,Anna,MainSkillList,1,100900302,90,90.0
100901,Anna,MainSkillList,1,100900301,60,60.0
100901,Anna,MainSkillList,1,100900303,120,120.0
100901,Anna,MainSkillList,1,100900304,0,0.0
100901,Anna,MainSkillEvolutionList,1,100901201,0,0.0
100901,Anna,MainSkillEvolutionList,1,100901202,0,0.0
101001,Maho,Attack,1,0,0,0.0
101001,Maho,MainSkillList,1,101000201,24,24.00000035762787
101001,Maho,MainSkillList,1,101000301,0,0.0
101001,Maho,MainSkillList,1,101000302,0,0.0
101001,Maho,MainSkillList,1,101000303,0,0.0
101001,Maho,MainSkillList,1,101000304,0,0.0
101001,Maho,MainSkillList,1,101000305,0,0.0
101001,Maho,MainSkillEvolutionList,1,101001201,24,24.00000035762787
101001,Maho,MainSkillEvolutionList,1,101001202,24,24.00000035762787
101001,Maho,MainSkillEvolutionList,1,101001203,24,24.00000035762787
101001,Maho,MainSkillRevolutionList,1,101002201,24,24.00000035762787
101001,Maho,MainSkillRevolutionList,1,101002202,24,24.00000035762787
101001,Maho,MainSkillRevolutionList,1,101002204,24,24.00000035762787
101001,Maho,MainSkillRevolutionList,1,101002205,24,24.00000035762787
101001,Maho,MainSkillRevolutionList,1,101002206,24,24.00000035762787
101001,Maho,MainSkillRevolutionList,1,101002207,24,24.00000035762787
101001,Maho,MainSkillRevolutionList,1,101002203,24,24.00000035762787
101001,Maho,MainSkillRevolutionList,1,101002208,24,24.00000035762787
101001,Maho,MainSkillRevolutionList,1,101002209,25,25.19999921321869
101001,Maho,MainSkillRevolutionList,1,101002210,24,24.00000035762787
101101,Rino,Attack,1,0,0,0.0
101101,Rino,MainSkillList,1,101100202,72,72.00000286102295
101101,Rino,MainSkillList,1,101100201,72,72.00000286102295
101101,Rino,MainSkillList,1,101100301,0,0.0
101101,Rino,MainSkillEvolutionList,1,101101202,72,72.00000286102295
101101,Rino,MainSkillEvolutionList,1,101101201,72,72.00000286102295
101101,Rino,MainSkillEvolutionList,1,101101203,72,72.00000286102295
101101,Rino,MainSkillEvolutionList,1,101101301,1,1.1999999731779099
101101,Rino,MainSkillEvolutionList,1,101101302,0,0.0
101101,Rino,MainSkillEvolutionList,1,101101303,0,0.0
101101,Rino,MainSkillEvolutionList,1,101101304,108,107.99999713897705
101201,Hatsune,Attack,1,0,0,0.0
101201,Hatsune,MainSkillList,1,101200201,0,0.0
101201,Hatsune,MainSkillList,1,101200301,0,0.0
101201,Hatsune,MainSkillList,1,101200304,0,0.0
101201,Hatsune,MainSkillList,1,101200302,1,1.1999999731779099
101201,Hatsune,MainSkillList,1,101200303,0,0.0
101201,Hatsune,MainSkillEvolutionList,1,101201201,0,0.0
101201,Hatsune,MainSkillEvolutionList,1,101201202,0,0.0
101201,Hatsune,MainSkillRevolutionList,1,101202201,0,0.0
101201,Hatsune,MainSkillRevolutionList,1,101202202,0,0.0
101201,Hatsune,MainSkillRevolutionList,1,101202205,18,18.000000715255737
101201,Hatsune,MainSkillRevolutionList,1,101202203,1,1.1999999731779099
101201,Hatsune,MainSkillRevolutionList,1,101202206,1,1.1999999731779099
101201,Hatsune,MainSkillRevolutionList,1,101202208,120,120.0
101201,Hatsune,MainSkillRevolutionList,1,101202204,0,0.0
101201,Hatsune,MainSkillRevolutionList,1,101202207,0,0.0
101201,Hatsune,MainSkillRevolutionList,1,101202209,121,121.19999885559082
101301,Nanaka,Attack,1,0,0,0.0
101301,Nanaka,MainSkillList,1,101300201,108,107.99999713897705
101301,Nanaka,MainSkillList,1,101300202,108,107.99999713897705
101301,Nanaka,MainSkillList,1,101300301,0,0.0
101301,Nanaka,MainSkillList,1,101300302,0,0.0
101301,Nanaka,MainSkillEvolutionList,1,101301201,108,107.99999713897705
101301,Nanaka,MainSkillEvolutionList,1,101301202,108,107.99999713897705
101301,Nanaka,MainSkillEvolutionList,1,101301301,0,0.0
101301,Nanaka,MainSkillEvolutionList,1,101301302,0,0.0
101301,Nanaka,MainSkillEvolutionList,1,101301303,0,0.0
101401,Kasumi,Attack,1,0,0,0.0
101401,Kasumi,MainSkillList,1,101400201,96,96.00000143051147
101401,Kasumi,MainSkillList,1,101400202,96,96.00000143051147
101401,Kasumi,MainSkillList,1,101400203,96,96.00000143051147
101401,Kasumi,MainSkillList,1,101400301,90,90.0
101401,Kasumi,MainSkillList,1,101400305,91,91.19999885559082
101401,Kasumi,MainSkillList,1,101400302,96,96.00000143051147
101401,Kasumi,MainSkillList,1,101400303,0,0.0
101401,Kasumi,MainSkillList,1,101400306,0,0.0
101401,Kasumi,MainSkillList,1,101400304,0,0.0
101401,Kasumi,MainSkillList,1,101400307,1,1.1999999731779099
101401,Kasumi,MainSkillEvolutionList,1,101401201,96,96.00000143051147
101401,Kasumi,MainSkillEvolutionList,1,101401202,96,96.00000143051147
101401,Kasumi,MainSkillEvolutionList,1,101401203,0,0.0
101401,Kasumi,MainSkillEvolutionList,1,101401204,96,96.00000143051147
101401,Kasumi,MainSkillRevolutionList,1,101402201,0,0.0
101401,Kasumi,MainSkillRevolutionList,1,101402203,0,0.0
101401,Kasumi,MainSkillRevolutionList,1,101402208,0,0.0
101401,Kasumi,MainSkillRevolutionList,1,101402202,96,96.00000143051147
101401,Kasumi,MainSkillRevolutionList,1,101402209,98,98.39999914169312
101401,Kasumi,MainSkillRevolutionList,1,101402204,96,96.00000143051147
101401,Kasumi,MainSkillRevolutionList,1,101402207,97,97.2000002861023
101401,Kasumi,MainSkillRevolutionList,1,101402210,100,99.59999799728394
101401,Kasumi,MainSkillRevolutionList,1,101402205,0,0.0
101401,Kasumi,MainSkillRevolutionList,1,101402206,96,96.00000143051147
101401,Kasumi,MainSkillRevolutionList,1,101402211,100,99.59999799728394
101501,Misato,Attack,0,0,0,0.0
101501,Misato,MainSkillList,0,101500201,36,36.000001430511475
101501,Misato,MainSkillList,0,101500301,0,0.0
101501,Misato,MainSkillEvolutionList,0,101501201,36,36.000001430511475
101501,Misato,MainSkillEvolutionList,0,101501202,0,0.0
101601,Suzuna,Attack,1,0,0,0.0
101601,Suzuna,MainSkillList,1,101600201,0,0.0
101601,Suzuna,MainSkillList,1,101600301,42,41.99999928474426
101601,Suzuna,MainSkillEvolutionList,1,101601201,0,0.0
101601,Suzuna,MainSkillEvolutionList,1,101601202,108,107.99999713897705
101601,Suzuna,MainSkillEvolutionList,1,101601203,120,120.0
101601,Suzuna,MainSkillEvolutionList,1,101601301,42,41.99999928474426
101601,Suzuna,MainSkillEvolutionList,1,101601302,42,41.99999928474426
101601,Suzuna,MainSkillEvolutionList,1,101601303,45,45.0
101601,Suzuna,MainSkillRevolutionList,1,101602201,0,0.0
101601,Suzuna,MainSkillRevolutionList,1,101602202,108,107.99999713897705
101601,Suzuna,MainSkillRevolutionList,1,101602203,120,120.0
